1.000000000000000000e+00 1.000000000000000000e+00
1.331101362467279614e-08 1.367432211907271267e-08
1.000000000000000000e+00 1.000000000000000000e+00
2.985234743846376659e-07 3.057884896406903863e-07
8.048321008682250977e-01 8.046257495880126953e-01
9.999127388000488281e-01 9.999095201492309570e-01
3.362811356782913208e-02 3.363799676299095154e-02
2.431600775088969477e-15 2.623946922575607320e-15
2.372219531920904956e-09 2.441339574943413027e-09
1.577818693476729095e-07 1.653796886103009456e-07
2.668650367354530317e-08 2.754407546490256209e-08
9.999840259552001953e-01 9.999830722808837891e-01
2.734935878834221512e-05 2.787796802294906229e-05
9.684292674064636230e-01 9.681255221366882324e-01
5.358348062145523727e-05 5.649804006679914892e-05
9.997285008430480957e-01 9.997189640998840332e-01
7.493883913411991671e-07 7.630290497218084056e-07
9.999953508377075195e-01 9.999952316284179688e-01
1.466169115155935287e-02 1.443733181804418564e-02
1.000000000000000000e+00 1.000000000000000000e+00
5.596983214672945905e-07 5.755061351919721346e-07
4.568206923849515988e-12 4.882981172182887519e-12
1.237051583302672952e-05 1.259627424587961286e-05
2.695718315237627394e-08 2.866448234328800027e-08
9.285373380407691002e-06 9.293460607295855880e-06
1.305155266270157719e-17 1.431503878833243740e-17
9.982714653015136719e-01 9.982384443283081055e-01
8.127774009381028009e-08 8.527067052455095109e-08
1.000000000000000000e+00 1.000000000000000000e+00
2.834147016983479261e-04 2.880154643207788467e-04
9.747022744477362721e-08 1.020856004174675036e-07
2.271081134676933289e-02 2.208386920392513275e-02
1.000000000000000000e+00 1.000000000000000000e+00
6.552588939666748047e-02 6.682758033275604248e-02
1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00
1.544808765174821019e-04 1.572337496327236295e-04
9.994819760322570801e-01 9.994688630104064941e-01
2.669629429874476045e-05 2.770230821624863893e-05
9.972751736640930176e-01 9.971455931663513184e-01
7.121384842321276665e-04 7.170587196014821529e-04
5.639196839183568954e-03 5.561815109103918076e-03
2.602187683805823326e-03 2.570682205259799957e-03
1.761284007528729489e-09 1.860279597032388210e-09
1.710574724711477757e-04 1.799593446776270866e-04
9.999976158142089844e-01 9.999976158142089844e-01
5.060629973741015419e-06 4.991660262021468952e-06
9.801471233367919922e-01 9.800107479095458984e-01
1.357028711623797790e-08 1.402976490538776488e-08
9.974268078804016113e-01 9.973673224449157715e-01
1.000000000000000000e+00 1.000000000000000000e+00
5.379745585641637629e-13 5.772813325456704892e-13
1.000000000000000000e+00 1.000000000000000000e+00
3.459426356489103682e-10 3.580764573740680135e-10
9.999989271163940430e-01 9.999988079071044922e-01
9.999961853027343750e-01 9.999960660934448242e-01
9.988955259323120117e-01 9.988598823547363281e-01
1.000000000000000000e+00 1.000000000000000000e+00
7.304496765136718750e-01 7.332154512405395508e-01
9.999964237213134766e-01 9.999963045120239258e-01
4.937451183795928955e-01 4.865101277828216553e-01
9.734834432601928711e-01 9.724087119102478027e-01
1.083537237718701363e-03 1.072261366061866283e-03
1.583601516585986246e-07 1.595070813209531480e-07
5.518435864101772748e-17 6.077833958697498816e-17
6.884456524858251214e-05 7.121471571736037731e-05
1.000000000000000000e+00 1.000000000000000000e+00
3.626405028626322746e-03 3.649550024420022964e-03
5.842825885338243097e-06 6.073236363590694964e-06
9.939372539520263672e-01 9.939868450164794922e-01
