  -3.5651099e+00   8.2428313e-01   3.0321160e+00
   5.5649729e+00  -9.1059910e-01   6.7930317e-01
  -9.4564134e-01   3.1227637e+00  -1.1955418e+00
   7.2785616e-01  -1.7330816e+00  -3.6507572e-01
  -5.4256198e-01   9.5787834e-01  -1.3059202e+00
  -1.5547308e+00   6.5967566e-01   1.5554108e+00
  -1.7668124e+00  -7.0845785e-01  -3.6344096e-01
   5.2927356e+00  -2.2482044e+00  -2.4387757e+00
   2.3263686e-01  -2.9836649e+00   2.2322809e-01
   4.2800184e-01  -4.9566633e-01  -3.6991569e+00
   5.6329585e-01  -1.9848564e+00  -8.5457540e-01
   2.9886859e+00   1.4185878e+00   4.3379826e+00
   5.1354905e-01  -8.1453526e-01  -9.1907002e-01
   3.1535345e+00   2.1460853e+00  -1.0905225e-01
   6.6132171e-02   1.4717086e+00  -6.2786240e+00
  -1.4393858e+00   4.4626872e-01   1.7072947e+00
   1.9934265e-01  -2.0303796e+00   2.1853821e-01
  -2.8586140e-01   2.8738286e+00  -1.3116808e+00
  -8.4830820e-02  -1.4745251e+00   2.4982571e+00
  -1.8100828e+00   2.6677204e+00   1.0577847e+00
  -6.4690472e-01  -1.7356017e+00  -1.2894614e+00
   4.9602236e+00  -7.9442203e-01  -3.1610042e+00
  -4.1438016e+00  -2.5918117e+00  -1.1204187e+00
   3.3889297e+00   8.8037824e-01  -5.0058830e+00
   1.5458194e+00  -2.0067433e+00   2.2766669e+00
   4.7614912e+00  -2.8585282e+00  -3.4980455e+00
   3.3548478e-03   1.4022403e+00   3.6504307e-02
  -6.1813407e-01  -9.5857754e-01  -3.7845239e+00
   8.5048534e-02   1.0091853e+00   5.0325888e+00
  -7.2491630e-01  -7.2967510e-01  -1.2717706e+00
   5.1132517e+00   8.0014167e-01  -2.8602545e+00
  -2.6163932e+00  -3.0055629e+00   4.0191331e+00
   2.0958843e+00   2.5796873e+00   4.7509759e+00
   1.4588066e+00   1.8884657e+00  -3.2946586e+00
  -5.7898454e-01   1.5447053e+00   4.9461656e+00
  -1.8560173e+00   1.9673458e+00   9.1074326e-01
  -5.0581532e-01  -7.3320802e-01  -1.3097770e+00
  -1.9257476e+00   7.3688715e-01   3.7948213e-01
   8.8407439e-01   4.7434819e-01  -3.5646757e+00
   2.3610671e+00   1.8882043e-01   4.6493459e+00
  -1.8045870e+00  -1.4132784e+00  -2.7239488e-01
   1.0146011e-01  -1.5794108e+00   2.5272881e+00
   4.4825920e+00  -3.0386257e-01   3.0404721e+00
  -8.8631498e-01  -1.7108308e+00  -3.7594582e+00
   8.5931586e-01   1.9129132e+00  -6.1682473e+00
  -7.4321365e-02   3.0542830e+00  -1.2777181e+00
   2.1543954e+00  -2.9531477e+00   4.7299756e+00
  -3.9449478e+00   2.2408472e-01  -1.5718432e+00
  -1.0876518e+00  -2.5944703e+00  -1.1241537e+00
   2.7757981e+00   1.8980965e+00   1.1098431e+00
  -3.6422899e-02   3.0733881e+00   2.5071991e+00
   3.3233979e-02  -2.7209569e+00  -3.7662350e+00
   4.1302441e-02   2.7608213e+00   5.0296633e+00
   6.5807515e-01  -3.0273798e+00  -5.2506992e-02
   1.7057030e+00   1.1550921e+00   4.8712752e+00
   3.1787695e+00   1.7827689e+00   4.2217878e+00
  -1.4596919e+00   2.1449266e-01   1.6824794e+00
   1.2294022e+00   2.4212848e+00   2.4063433e+00
   1.5186476e+00   2.5070217e+00  -3.2590217e+00
  -4.4030421e+00   7.9128944e-01   5.7043901e-02
  -3.6649340e+00  -2.2753362e+00   2.8863790e+00
  -2.9254607e+00  -1.7731049e+00   3.7573427e+00
  -4.1548873e-01  -1.9971665e+00   2.4094062e+00
   1.1981823e+00  -2.8788307e+00   2.4166622e+00
   3.8050892e+00  -2.4696584e+00  -4.6505982e+00
   1.4829624e+00   7.3163599e-01  -3.2804629e+00
   3.7586972e+00   2.7624716e+00   3.7916620e+00
  -1.6178410e+00  -9.1448161e-01  -6.3041907e-01
  -1.3432088e+00  -5.6153399e-01  -3.6722276e+00
   6.7206682e-01   3.0432571e+00  -3.6351821e+00
   3.2862704e+00   2.7996566e+00  -5.0840059e+00
   5.2656322e-01   1.1098912e+00   1.1854616e-01
   3.1446307e+00   3.0680936e+00  -2.4643626e-02
   3.0905875e+00   1.6765511e+00  -1.0902299e+00
   5.5978397e-01  -1.0260488e+00   8.7165401e-02
   5.6689233e+00   1.0202753e+00  -4.1628297e-01
   5.3905454e+00  -1.6074569e+00   1.3490071e+00
   1.5856439e+00  -1.2848658e+00   2.2569217e+00
  -1.3908612e+00   1.1320941e+00   4.7106667e+00
   6.7532361e-01   1.7496680e-01  -6.4351837e-01
  -1.1927272e+00  -5.5547434e-01  -3.7072761e+00
  -1.3341691e+00   6.4489494e-01  -9.4950118e-01
   1.8403965e+00   1.5740639e+00   2.1103857e+00
   3.3802315e+00   5.2485441e-01   4.0860618e+00
   7.3446898e-02   3.2542197e-01  -1.2306020e+00
  -1.9056630e+00   5.2508968e-01   1.1543568e-01
